DIST,CODE,DATE_,TIME,RACE,SEX,LATINO,AGE,WOUND,FATAL,OFFICER_INVOLVED,OFFENDER_INJURED,OFFENDER_DECEASED,LOCATION
24,401,2021-09-05,0:07:00,B,M,0,32,Leg,0,N,N,N,3400 BLOCK KENSINGTON AVE
24,401,2021-09-05,16:56:00,B,F,0,17,Arm,0,N,N,N,3800 BLOCK ARAMINGO AVE
24,401,2021-09-11,7:30:00,B,M,0,33,Multiple,0,N,N,N,3100 BLOCK POTTER ST
24,401,2021-09-11,12:31:00,B,M,0,21,Foot,0,N,N,N,3100 BLOCK CUSTER ST
24,401,2021-09-12,22:05:00,B,M,0,32,Leg,0,N,N,N,3400 BLOCK FRANKFORD AVE
24,111,2021-09-12,23:04:00,W,M,0,39,Chest,1,N,N,N,200 BLOCK E LIPPINCOTT ST
24,112,2021-09-14,10:03:00,W,M,1,31,Multiple/Head,1,N,N,N,100 BLOCK E INDIANA AVE
24,401,2021-09-15,18:31:00,B,F,0,6,Head,0,N,N,N,3100 BLOCK F STREET
24,111,2021-09-16,20:43:00,B,M,0,19,Chest,1,N,N,N,2900 BLOCK WEIKEL ST
24,111,2021-09-16,20:43:00,B,M,0,49,Multiple,0,N,N,N,2900 BLOCK WEIKEL ST
24,111,2021-09-21,1:39:00,B,F,0,57,Chest,1,N,N,N,1800 BLOCK E CLEMENTINE ST
24,111,2021-09-22,17:06:00,W,F,0,47,Head,1,N,N,N,1800 BLOCK E TUSCULUM ST
24,111,2021-09-24,21:57:00,B,M,0,30,Hip,1,N,N,N,3000 BLOCK KENSINGTON AVE
24,401,2021-09-25,14:48:00,W,M,0,43,Leg,0,N,N,N,100 BLOCK E GURNEY ST
24,401,2021-09-26,0:13:00,W,M,1,41,Shoulder,0,N,N,N,100 BLOCK E INDIANA AVE
24,401,2021-09-30,9:13:00,B,M,0,33,Leg,0,N,N,N,3100 BLOCK KENSINGTON AVE
24,111,2021-10-03,0:11:00,B,M,0,38,Multiple,1,N,N,N,2700 BLOCK RUTH ST
24,111,2021-10-03,0:11:00,W,F,0,34,Multiple,0,N,N,N,2700 BLOCK RUTH ST
24,401,2021-10-03,15:21:00,W,M,1,30,Multiple,0,N,N,N,3600 BLOCK JASPER ST
24,401,2021-10-03,21:30:00,B,M,0,24,Hand,0,N,N,N,3200 BLOCK JASPER ST
24,401,2021-10-03,22:52:00,B,M,0,19,Leg,0,N,N,N,2000 BLOCK E ALLEGHENY AVE
24,401,2021-10-04,12:45:00,W,M,1,42,Leg,0,N,N,N,800 BLOCK E ONTARIO ST
24,401,2021-10-07,0:05:00,B,M,0,40,Multiple,0,N,N,N,3000 BLOCK FRANKFORD AVE
24,401,2021-10-08,1:11:00,W,M,0,35,Leg,0,N,N,N,600 BLOCK E CLEARFIELD ST
24,111,2021-10-08,14:29:00,B,M,0,26,Multiple,1,N,N,N,2800 BLOCK KENSINGTON AVE
24,401,2021-10-09,1:15:00,B,M,0,57,Hip,0,N,N,N,3000 BLOCK F STREET
24,1501,2021-10-09,1:30:00,B,M,0,23,Leg,0,N,N,N,3000 BLOCK ORMES ST
24,401,2021-10-09,16:59:00,B,M,0,65,Hand,0,N,N,N,3300 BLOCK FRANKFORD AVE
24,401,2021-10-11,15:58:00,B,M,0,18,Buttocks,0,N,N,N,3200 BLOCK KENSINGTON AVE
24,401,2021-10-12,16:00:00,W,F,0,31,Shoulder,0,N,N,N,100 BLOCK E INDIANA AVE
24,401,2021-10-13,15:51:00,W,M,1,21,Arm,0,N,N,N,1900 BLOCK E LIPPINCOTT ST
24,300,2021-10-18,5:03:00,B,M,0,41,Hand,0,N,N,N,3300 BLOCK KENSINGTON AVE
24,401,2021-10-22,6:04:00,B,M,0,41,Hip,0,N,N,N,3900 BLOCK FRANKFORD AVE
24,401,2021-10-26,22:25:00,B,M,0,28,Multiple,0,N,N,N,1800 BLOCK E ALLEGHENY AVE
24,111,2021-10-30,1:25:00,W,M,1,47,Head,1,N,N,N,2700 BLOCK C STREET
24,3412,2021-10-30,6:48:00,B,M,0,36,Multiple,0,N,N,N,1300 BLOCK E ERIE AVE
24,300,2021-11-01,2:10:00,W,M,0,24,Multiple,0,N,N,N,I AND LUZERNE ST
24,111,2021-11-02,21:58:00,B,M,0,25,Head,1,N,N,N,3000 BLOCK KENSINGTON AVE
24,111,2021-11-03,0:14:00,W,M,0,36,Back,1,N,N,N,2000 BLOCK E TIOGA ST
24,111,2021-11-03,2:51:00,B,M,0,22,Head,1,N,N,N,300 BLOCK E TUSCULUM ST
24,401,2021-11-03,21:30:00,W,M,0,26,Multiple,0,N,N,N,3000 BLOCK B STREET
24,401,2021-11-03,21:30:00,W,M,1,20,Multiple,0,N,N,N,3000 BLOCK B STREET
24,111,2021-11-03,21:35:00,W,M,1,23,Multiple,1,N,N,N,3000 BLOCK N LEE ST
24,111,2021-11-03,21:35:00,B,M,0,37,Leg,0,N,N,N,3000 BLOCK N LEE ST
24,401,2021-11-06,0:36:00,W,M,1,21,Multiple,0,N,N,N,500 BLOCK E INDIANA AVE
24,111,2021-11-06,15:45:00,W,M,0,18,Multiple,0,N,N,N,1800 BLOCK E CORNWALL ST
24,111,2021-11-06,15:45:00,W,M,1,18,Chest,1,N,N,N,1800 BLOCK E CORNWALL ST
24,111,2021-11-07,17:05:00,B,F,0,28,Multiple/Head,1,N,N,N,800 BLOCK E WILLARD ST
24,401,2021-11-09,16:54:00,B,M,0,60,Multiple,0,N,N,N,2800 BLOCK AMBER ST
24,111,2021-11-11,3:10:00,W,M,1,24,Leg,1,N,N,N,1100 BLOCK E TIOGA ST
24,111,2021-11-11,10:10:00,W,M,1,38,Multiple,1,N,N,N,100 BLOCK E CLEARFIELD ST
24,401,2021-11-12,19:37:00,B,M,0,29,Multiple,0,N,N,N,3100 BLOCK F STREET
24,401,2021-11-13,6:25:00,B,M,0,41,Chest,0,N,N,N,2100 BLOCK E LEHIGH AVE
24,111,2021-11-13,16:14:00,W,M,1,27,Multiple,1,N,N,N,2800 BLOCK C STREET
24,401,2021-11-13,19:53:00,W,M,0,29,Abdomen,0,N,N,N,3200 BLOCK SHELBOURNE ST
24,111,2021-11-17,15:48:00,B,M,0,25,Multiple/Head,1,N,N,N,1100 BLOCK E VENANGO ST
24,111,2021-11-18,17:46:00,W,M,0,20,Multiple/Head,1,N,N,N,2100 BLOCK E WILLIAM ST
24,111,2021-11-18,17:46:00,W,M,0,27,Head,0,N,N,N,2100 BLOCK E WILLIAM ST
24,401,2021-11-21,13:32:00,W,M,1,23,Back,0,N,N,N,700 BLOCK E CLEARFIELD ST
24,401,2021-11-21,22:40:00,B,M,0,28,Abdomen,0,N,N,N,3500 BLOCK KENSINGTON AVE
24,401,2021-11-28,5:00:00,W,M,0,25,Multiple,0,N,N,N,2000 BLOCK WILLIAMS STREET
24,401,2021-12-03,21:22:00,W,M,0,42,Leg,0,N,N,N,2900 BLOCK KENSINGTON AVE
24,401,2021-12-04,9:40:00,B,M,0,41,Shoulder,0,N,N,N,2700 BLOCK EMERALD ST
24,401,2021-12-04,9:40:00,B,M,0,25,Multiple,0,N,N,N,2700 BLOCK EMERALD ST
24,111,2021-12-04,19:37:00,W,M,1,21,Multiple/Head,1,N,N,N,800 BLOCK E WESTMORELAND ST
24,401,2021-12-06,16:15:00,B,M,0,31,Back,0,N,N,N,1800 BLOCK HART LN
24,111,2021-12-07,20:00:00,B,M,0,32,Multiple,1,N,N,N,1800 BLOCK E LIPPINCOTT ST
24,111,2021-12-07,20:15:00,B,M,0,23,Multiple/Head,1,N,N,N,2000 BLOCK E BELLMORE ST
24,401,2021-12-08,17:34:00,B,M,0,33,Multiple,0,N,N,N,500 BLOCK E ALLEGHENY AVE
24,401,2021-12-09,20:38:00,B,M,0,27,Multiple,0,N,N,N,1800 BLOCK TORRESDALE AVE
24,401,2021-12-12,22:13:00,W,M,0,37,Multiple,0,N,N,N,400 BLOCK E CAMBRIA ST
24,401,2021-12-13,17:58:00,W,M,1,22,Multiple,0,N,N,N,3400 BLOCK EMERALD ST
24,401,2021-12-13,17:58:00,W,M,1,21,Multiple,0,N,N,N,3400 BLOCK EMERALD ST
24,401,2021-12-13,17:58:00,W,F,0,19,Shoulder,0,N,N,N,3400 BLOCK EMERALD ST
24,111,2021-12-14,21:31:00,W,M,0,48,Chest,1,N,N,N,1900 BLOCK KINGSTON ST
24,111,2021-12-15,16:09:00,W,M,1,30,Multiple,1,N,N,N,3100 BLOCK KENSINGTON AVE
24,401,2021-12-17,23:46:00,B,M,0,26,Leg,0,N,N,N,400 BLOCK E TUSCULUM ST
24,401,2021-12-17,23:46:00,B,F,0,31,Multiple,0,N,N,N,400 BLOCK E TUSCULUM ST
24,401,2021-12-20,13:03:00,W,M,0,36,Multiple,0,N,N,N,100 BLOCK E SILVER ST
24,300,2021-12-22,2:48:00,B,M,0,33,Buttocks,0,N,N,N,3200 BLOCK KENSINGTON AVE
24,111,2021-12-22,13:27:00,B,M,1,25,Head,1,N,N,N,3000 BLOCK RUTH ST
24,401,2021-12-22,20:27:00,W,F,0,31,Hip,0,N,N,N,3300 BLOCK ARGYLE ST
24,111,2021-12-23,21:37:00,W,M,1,40,Multiple/Head,1,N,N,N,1800 BLOCK E TIOGA ST
24,401,2021-12-24,2:49:00,W,M,1,23,Multiple,0,N,N,N,400 BLOCK E CLEARFIELD ST
24,401,2021-12-24,3:04:00,B,M,0,,Multiple,0,N,N,N,2900 BLOCK KENSINGTON AVE
24,111,2021-12-27,9:15:00,W,M,1,20,Chest,1,N,N,N,200 BLOCK E CAMBRIA ST
24,111,2021-12-27,9:15:00,W,M,1,46,Leg,0,N,N,N,200 BLOCK E CAMBRIA ST
24,111,2021-12-27,9:15:00,B,F,0,44,Back,0,N,N,N,200 BLOCK E CAMBRIA ST
24,111,2021-12-29,18:23:00,B,M,0,26,Multiple,1,N,N,N,3100 BLOCK F ST
24,111,2021-12-30,15:41:00,B,M,0,22,Abdomen,1,N,N,N,400 BLOCK E TUSCULUM ST
24,111,2021-12-31,1:55:00,W,M,0,29,Back,1,N,N,N,3000 BLOCK A ST
25,111,2021-01-01,5:38:00,B,M,0,42,Chest,1,N,N,N,3600 BLOCK GERMANTOWN AVE
25,411,2020-12-31,22:45:00,B,F,0,19,Hip,0,N,N,N,3400 BLOCK N BROAD ST
25,411,2021-01-03,7:20:00,W,M,1,40,Multiple,0,N,N,N,4300 BLOCK N 8TH ST
25,111,2021-01-04,17:03:00,B,M,0,48,Multiple/Head,1,N,N,N,4200 BLOCK N FAIRHILL ST
25,411,2021-01-05,1:30:00,W,M,1,49,Arm,0,N,N,N,800 BLOCK W SOMERSET ST
25,411,2021-01-05,20:35:00,W,M,1,27,Multiple,0,N,N,N,4100 BLOCK N 7TH ST
25,411,2021-01-06,12:50:00,B,M,0,38,Shoulder,0,N,N,N,1000 BLOCK W GLENWOOD AVE
25,411,2021-01-07,18:05:00,B,M,0,63,Leg,0,N,N,N,1200 BLOCK W HILTON ST
25,411,2021-01-09,23:54:00,W,M,1,40,Multiple,0,N,N,N,600 BLOCK E COURTLAND ST
25,411,2021-01-10,21:30:00,B,M,0,40,Chest,0,N,N,N,500 BLOCK E WESTMORLAND ST
25,111,2021-01-10,18:50:00,B,M,0,36,Head,1,N,N,N,100 BLOCK E TIOGA ST
25,411,2021-01-12,0:25:00,W,M,1,33,Leg,0,N,N,N,4000 BLOCK N 6TH ST
25,411,2021-01-15,11:59:00,B,M,0,26,Leg,0,N,N,N,700 BLOCK E MADISON ST
25,411,2021-01-16,0:29:00,B,M,0,27,Multiple,0,N,N,N,3600 BLOCK ELDER ST
25,411,2021-01-17,14:48:00,B,M,0,50,Multiple,0,N,N,N,2800 BLOCK N 11TH ST
25,411,2021-01-17,16:15:00,W,M,1,23,Arm,0,N,N,N,200 BLOCK W WESTMORLAND ST
25,411,2021-01-17,18:41:00,W,M,1,35,Shoulder,0,N,N,N,300 BLOCK E ELEANOR ST
25,411,2021-01-17,20:00:00,B,M,0,22,Shoulder,0,N,N,N,400 BLOCK W ALLEGHENY AVE
25,111,2021-01-18,7:13:00,A,M,0,35,Head,1,N,N,N,4800 BLOCK WHITAKER AVE
25,411,2021-01-18,20:26:00,B,M,0,19,Leg,0,N,N,N,4000 BLOCK N 8TH ST
25,411,2021-01-20,18:48:00,B,M,0,27,Arm,0,N,N,N,3100 BLOCK N SHERIDAN ST
25,411,2021-01-20,19:05:00,B,M,0,29,Arm,0,N,N,N,400 BLOCK W VENAGO ST
25,411,2021-01-21,0:30:00,W,M,1,22,Leg,0,N,N,N,700 BLOCK E MADSION ST
25,411,2021-01-21,18:24:00,B,M,0,61,Leg,0,N,N,N,1300 BLOCK W SELTZER ST
25,411,2021-01-22,9:52:00,B,M,0,24,Back,0,N,N,N,3500 BLOCK GERMANTOWN AVE
25,411,2021-01-22,11:51:00,B,M,0,29,Leg,0,N,N,N,1100 BLOCK W ERIE AVE
25,411,2021-01-25,14:28:00,B,M,0,47,Multiple/Head,0,N,N,N,2700 BLOCK N 5TH ST
25,411,2021-01-25,17:03:00,B,M,0,43,Neck,1,N,N,N,1300 BLOCK W LYCOMING ST
25,300,2021-01-26,1:10:00,B,M,0,41,Multiple,0,N,N,N,1000 BLOCK W INDIANA AVE
25,111,2021-01-28,12:58:00,W,M,1,42,Multiple,1,N,N,N,3600 BLOCK GERMANTOWN AVE
25,111,2021-01-28,12:58:00,W,M,1,50,Multiple,1,N,N,N,3600 BLOCK GERMANTOWN AVE
25,411,2021-01-28,15:44:00,B,M,0,31,Multiple,0,N,N,N,4300 BLOCK DARIEN ST
25,111,2021-01-31,2:54:00,W,M,1,20,Head,1,N,N,N,4900 BLOCK RORER ST
25,411,2021-02-02,18:00:00,B,M,0,23,Multiple,0,N,N,N,400 BLOCK E ALLEGHENY AVE
25,411,2021-02-07,3:39:00,W,M,1,20,Leg,0,N,N,N,3200 BLOCK FRONT ST
25,411,2021-02-06,22:39:00,W,F,1,23,Leg,0,N,N,N,3200 BLOCK N FRONT ST
25,111,2021-02-10,12:40:00,B,M,0,40,Arm,0,N,N,N,3500 BLOCK N WARNOCK ST
25,111,2021-02-10,12:40:00,B,M,0,23,Back,1,N,N,N,3500 BLOCK N WARNOCK ST
25,111,2021-02-11,17:59:00,B,M,0,30,Multiple,1,N,N,N,3700 BLOCK N PARK AVE
25,411,2021-02-18,18:18:00,W,M,1,39,Multiple,0,N,N,N,2800 BLOCK N FAIRHILL ST
25,411,2021-02-27,19:42:00,W,M,1,44,Multiple,0,N,N,N,3200 BLOCK N REESE ST
25,411,2021-03-02,22:54:00,B,M,0,27,Leg,0,N,N,N,2800 BLOCK PARK AVE
25,411,2021-03-02,22:54:00,B,M,0,30,Leg,0,N,N,N,2800 BLOCK PARK AVE
25,111,2021-03-03,19:34:00,B,M,0,55,Multiple,1,N,N,N,2700 BLOCK N WARNOCK ST
25,111,2021-03-03,19:47:00,B,M,0,42,Leg,0,N,N,N,2700 BLOCK N WARNOCK ST
25,111,2021-03-03,19:47:00,B,M,0,46,Leg,0,N,N,N,2700 BLOCK N WARNOCK ST
25,401,2021-03-13,5:00:00,W,M,1,29,Multiple,0,N,N,N,3300 BLOCK N FRONT ST
25,411,2021-03-13,12:57:00,W,M,1,21,Leg,0,N,N,N,3000 BLOCK N 9TH ST
25,411,2021-03-14,18:38:00,B,M,0,20,Multiple,0,N,N,N,700 BLOCK E MADISON ST
25,411,2021-03-14,20:58:00,W,M,1,43,Leg,0,N,N,N,200 BLOCK W ROOSEVELT BLVD
25,411,2021-03-23,21:10:00,W,M,1,43,Head,0,N,N,N,3200 BLOCK N FAIRHILL ST
25,401,2021-03-27,19:35:00,B,M,0,17,Leg,0,N,N,N,900 BLOCK W LEHIGH AVE
25,401,2021-03-30,16:27:00,B,M,0,33,Multiple,0,N,N,N,900 BLOCK W BUTLER ST
25,401,2021-03-30,16:27:00,B,M,0,33,Shoulder,0,N,N,N,900 BLOCK W BUTLER ST
25,411,2021-03-30,20:23:00,W,M,1,31,Multiple,0,N,N,N,800 BLOCK W TIOGA ST
25,401,2021-04-01,8:40:00,B,M,0,22,Leg,0,N,N,N,3000 BLOCK N 9TH ST
25,111,2021-04-05,14:59:00,W,M,1,32,Multiple,1,N,N,N,400 BLOCK W ANNSBURY ST
25,111,2021-04-05,14:59:00,W,F,1,29,Hip,0,N,N,N,400 BLOCK W ANNSBURY ST
25,111,2021-04-05,19:50:00,B,M,0,18,Multiple,1,N,N,N,800 BLOCK W LUZERNE ST
25,401,2021-04-06,15:52:00,W,M,1,27,Multiple,0,N,N,N,500 BLOCK W LUZERNE ST
25,401,2021-04-06,21:12:00,B,M,0,19,Leg,0,N,N,N,3200 BLOCK N BROAD ST
25,111,2021-04-07,3:50:00,B,F,0,20,Multiple/Head,1,N,N,N,1000 BLOCK HUNTING PARK AVE
25,401,2021-04-16,21:51:00,B,M,0,41,Chest,0,N,N,N,3300 BLOCK ELLA ST
25,401,2021-04-16,19:50:00,B,M,0,30,Leg,0,N,N,N,4900 BLOCK C STREET
25,401,2021-04-16,23:12:00,B,M,0,28,Abdomen,0,N,N,N,4400 BLOCK N 5TH ST
25,111,2021-04-18,6:16:00,W,F,0,29,Head,1,N,N,N,4800 BLOCK N HOWARD ST
25,401,2021-04-18,13:32:00,W,M,0,,Arm,0,N,N,N,2900 BLOCK N 2ND ST
25,401,2021-04-19,9:59:00,W,M,0,35,Multiple,0,N,N,N,3400 BLOCK N BROAD ST
25,401,2021-04-20,22:30:00,B,M,0,18,Multiple/Head,0,N,N,N,4000 BLOCK N 8TH ST
25,401,2021-04-21,5:56:00,W,M,1,29,Multiple,0,N,N,N,4700 BLOCK D STREET
25,3116,2021-06-04,22:47:00,B,M,0,22,Head,0,N,N,N,500 BLOCK W CORNWALL ST
25,401,2021-04-22,16:36:00,B,M,0,18,Hip,0,N,N,N,4100 BLOCK N 8TH ST
25,401,2021-04-23,20:56:00,B,M,0,19,Buttocks,0,N,N,N,200 BLOCK E WYOMING AVE
25,401,2021-04-24,1:44:00,B,M,0,31,Multiple/Head,0,N,N,N,200 BLOCK W SOMERSET ST
25,401,2021-04-25,1:36:00,W,M,0,,Multiple,0,N,N,N,4200 BLOCK PARK AVE
25,401,2021-04-25,2:08:00,B,M,0,33,Leg,0,N,N,N,500 BLOCK W BUTLER ST
25,401,2021-04-25,4:50:00,W,M,1,26,Arm,0,N,N,N,4200 BLOCK  N BROAD ST
25,401,2021-04-26,18:30:00,B,M,0,26,MULTI,0,N,N,N,3600 BLOCK N 8TH ST
25,401,2021-04-28,23:46:00,W,M,0,24,Back,0,N,N,N,3200 BLOCK N FRONT ST
25,401,2021-05-01,3:53:00,B,M,0,35,Multiple,0,N,N,N,3600 BLOCK N 9TH ST
25,3412,2021-05-05,23:30:00,B,M,0,27,Multiple,0,N,N,N,4600 BLOCK D STREET
25,401,2021-05-07,6:34:00,B,M,1,33,Leg,0,N,N,N,4000 BLOCK N AMERICAN ST
25,401,2021-05-07,17:24:00,W,M,1,27,Arm,0,N,N,N,600 BLOCK W VENAGO ST
25,401,2021-05-07,17:24:00,W,M,1,64,Shoulder,0,N,N,N,600 BLOCK W VENAGO ST
25,111,2021-05-10,16:56:00,W,M,1,49,Multiple,0,N,N,N,3400 BLOCK N HOWARD ST
25,111,2021-05-10,16:56:00,W,M,1,71,Head,1,N,N,N,3400 BLOCK N HOWARD ST
25,401,2021-05-13,15:23:00,B,M,0,36,Multiple,0,N,N,N,4300 BLOCK N 7TH ST
25,111,2021-05-14,20:11:00,B,M,0,57,Hip,1,N,N,N,2700 BLOCK GERMANTOWN AVE
25,401,2021-05-16,1:30:00,B,M,0,20,Leg,0,N,N,N,300 BLOCK E TIOGA ST
25,401,2021-05-16,22:02:00,W,F,0,35,Multiple/Head,0,N,N,N,900 BLOCK W SELTZER ST
25,401,2021-05-16,22:02:00,B,M,1,39,Head,0,N,N,N,900 BLOCK W SELTZER ST
25,401,2021-05-21,21:15:00,B,M,0,46,Shoulder,0,N,N,N,1300 BLOCK W CAMBRIA ST
25,401,2021-05-21,21:51:00,B,M,0,46,Abdomen,0,N,N,N,4400 BLOCK N 9TH ST
25,401,2021-05-25,23:43:00,B,M,0,16,Multiple,0,N,N,N,3800 BLOCK N 8TH ST
25,111,2021-05-27,19:00:00,B,M,1,25,Multiple,1,N,N,N,3400 BLOCK N WATER ST
25,401,2021-05-28,5:08:00,B,M,0,37,Arm,0,N,N,N,9TH & VENAGO ST
25,401,2021-06-03,4:20:00,B,M,0,33,Multiple,0,N,N,N,4100 BLOCK N BROAD ST
25,401,2021-06-04,17:18:00,B,M,0,33,Multiple,0,N,N,N,3100 BLOCK N 10TH ST
25,401,2021-06-04,17:18:00,B,M,0,51,Stomach,0,N,N,N,3100 BLOCK N 10TH ST
25,401,2021-06-07,1:17:00,B,M,0,36,Back,0,N,N,N,1300 BLOCK W LYCOMING AVE
25,401,2021-06-07,18:27:00,B,M,0,68,Foot,0,N,N,N,2900 BLOCK N BROAD ST
25,401,2021-06-08,0:15:00,B,M,0,19,Ankle,0,N,N,N,1100 BLOCK W HUNTING PARK AVE
25,111,2021-06-09,15:09:00,B,M,0,50,Multiple,1,N,N,N,1100 BLOCK W LYCOMING VE
25,401,2021-06-09,18:37:00,B,M,0,34,Leg,0,N,N,N,1200 BLOCK W BUTLER ST
25,401,2021-06-09,23:39:00,B,M,0,60,Hip,0,N,N,N,3100 BLOCK N BROAD ST
25,111,2021-06-11,0:10:00,B,M,0,35,Head,1,N,N,N,4200 BLOCK N FRANKLIN ST
25,111,2021-06-11,0:10:00,B,F,0,37,Multiple,0,N,N,N,4200 BLOCK N FRANKLIN ST
25,401,2021-06-11,19:30:00,W,M,1,17,Leg,0,N,N,N,900 BLOCK W HUNTING PARK AVE
25,111,2021-06-14,6:10:00,B,M,0,34,Multiple/Head,1,N,N,N,2800 BLOCK N 2ND ST
25,401,2021-06-14,14:24:00,W,M,1,25,Multiple,0,N,N,N,600 BLOCK E WENSLEY ST
25,111,2021-06-14,20:17:00,W,M,0,18,Multiple/Head,1,N,N,N,400 BLOCK W INDIANA AVE
25,415,2021-06-17,1:45:00,B,M,0,32,Abdomen,0,N,N,N,4600 BLOCK N FRONT ST
25,111,2021-06-21,15:17:00,B,M,0,46,Multiple,1,N,N,N,1300 BLOCK W LEHIGH AVE
25,111,2021-06-21,19:17:00,B,M,0,44,Multiple,0,N,N,N,1300 BLOCK W LEHIGH AVE
25,401,2021-06-23,21:46:00,B,M,0,26,Multiple/Head,0,N,N,N,1200 BLOCK RISING SUN AVE
25,401,2021-06-24,20:46:00,B,M,1,41,Multiple,0,N,N,N,3200 BLOCK N LEE ST
25,401,2021-06-25,17:45:00,B,M,0,32,Multiple/Head,0,N,N,N,2800 BLOCK N 9TH ST
25,401,2021-06-26,4:50:00,B,F,0,26,Multiple,0,N,N,N,3800 BLOCK OLD YORK RD
25,401,2021-06-28,1:25:00,B,M,0,39,Multiple,0,N,N,N,1300 BLOCK W ERIE AVE
25,401,2021-07-04,4:48:00,B,F,0,28,Leg,0,N,N,N,3800 BLOCK OLD YORK RD
25,401,2021-07-05,15:54:00,B,M,0,23,Leg,0,N,N,N,900 BLOCK W SOMERSET ST
25,401,2021-07-05,15:54:00,B,M,0,23,Back,0,N,N,N,900 BLOCK W SOMERSET ST
25,401,2021-07-08,0:04:00,B,M,0,43,Arm,0,N,N,N,300 BLOCK E RUSCOMB ST
25,111,2021-07-08,10:26:00,B,M,0,23,Back,1,N,N,N,700 BLOCK W ONTARIO ST
25,401,2021-07-08,21:43:00,B,M,0,46,Groin,0,N,N,N,1200 BLOCK W VENANGO ST
25,111,2021-07-08,23:28:00,B,M,0,22,Back,1,N,N,N,700 BLOCK W BRISTOL ST
25,111,2021-07-08,23:28:00,B,M,0,22,Arm,0,N,N,N,700 BLOCK W BRISTOL ST
25,401,2021-07-10,21:49:00,W,M,1,47,Multiple,0,N,N,N,3400 BLOCK N WATER ST
25,401,2021-07-10,20:49:00,W,M,1,51,Hand,0,N,N,N,3400 BLOCK N WATER ST
25,1501,2021-07-10,23:21:00,B,M,0,28,Leg,0,N,N,N,900 BLOCK W BUTLER ST
25,1501,2021-07-10,23:21:00,B,M,0,31,Abdomen,0,N,N,N,900 BLOCK W BUTLER ST
25,1501,2021-07-10,23:21:00,W,M,1,41,Multiple,0,N,N,N,900 BLOCK W BUTLER ST
25,1501,2021-07-10,23:21:00,B,M,0,34,Leg,0,N,N,N,900 BLOCK W BUTLER ST
25,1501,2021-07-10,23:21:00,B,M,0,22,Multiple,0,N,N,N,900 BLOCK W BUTLER ST
25,1501,2021-07-10,23:21:00,B,M,0,23,Multiple,0,N,N,N,900 BLOCK W BUTLER ST
25,401,2021-07-11,4:00:00,B,M,0,18,Arm,0,N,N,N,3400 BLOCK N BROAD ST
25,401,2021-07-11,4:00:00,B,M,0,23,Shoulder,0,N,N,N,3400 BLOCK N BROAD ST
25,401,2021-07-11,16:00:00,W,M,1,26,Leg,0,N,N,N,3200 BLOCK N PHILIP ST
25,401,2021-07-12,20:43:00,W,M,1,21,Back,0,N,N,N,3000 BLOCK N 10TH ST
25,401,2021-07-12,16:43:00,W,M,1,58,ANKLE,0,N,N,N,3000 BLOCK N 10TH ST
25,401,2021-07-12,20:43:00,W,M,1,23,Multiple,0,N,N,N,3000 BLOCK N 10TH ST
25,401,2021-07-13,21:11:00,B,M,0,22,Multiple/Head,0,N,N,N,4300 BLOCK N DARIEN ST
25,111,2021-07-16,3:28:00,B,M,0,21,Shoulder,1,N,N,N,1300 BLOCK W HUNTING PARK AVE
25,401,2021-07-16,13:28:00,B,M,0,28,Shoulder,0,N,N,N,4000 BLOCK OLD YORK RD
25,111,2021-07-16,15:38:00,B,M,0,19,Multiple/Head,0,N,N,N,600 BLOCK E ONTARIO ST
25,111,2021-07-16,15:38:00,B,F,0,54,Multiple,1,N,N,N,600 BLOCK E ONTARIO ST
25,111,2021-07-16,15:38:00,W,F,1,40,Multiple,0,N,N,N,600 BLOCK E ONTARIO ST
25,401,2021-07-16,22:37:00,B,F,0,46,Multiple,0,N,N,N,3000 BLOCK N 9TH ST
25,401,2021-07-18,9:30:00,W,M,1,32,Foot,0,N,N,N,400 BLOCK W ROOSEVELT BLVD
25,401,2021-07-18,17:50:00,B,M,0,33,Back,0,N,N,N,500 BLOCK W ROOSEVELT BLVD
25,401,2021-07-20,22:10:00,B,M,0,32,Stomach,0,N,N,N,4200 BLOCK N BROAD ST
25,401,2021-07-20,23:25:00,B,M,0,35,Multiple,0,N,N,N,3900 BLOCK N PERCY ST
25,401,2021-07-23,15:59:00,B,M,0,25,Back,0,N,N,N,3300 BLOCK N WATER ST
25,401,2021-07-23,15:59:00,B,F,0,26,Multiple,0,N,N,N,3300 BLOCK N WATER ST
25,401,2021-07-24,12:10:00,W,M,1,26,Leg,0,N,N,N,4000 BLOCK N MARSHALL ST
25,401,2021-07-25,21:26:00,W,M,1,60,Multiple,0,N,N,N,4200 BLOCK RISING SUN AVE
25,401,2021-08-03,3:01:00,B,M,0,36,Leg,0,N,N,N,3800 BLOCK OLD YORK RD
25,401,2021-08-04,21:46:00,B,M,0,34,Abdomen,0,N,N,N,3600 BLOCK GERMANTOWN AVE
25,401,2021-08-04,21:46:00,B,M,0,33,Multiple,0,N,N,N,3600 BLOCK GERMANTOWN AVE
25,401,2021-08-04,21:46:00,B,M,0,22,Multiple,0,N,N,N,3600 BLOCK GERMANTOWN AVE
25,401,2021-08-04,21:46:00,B,F,0,18,Multiple,0,N,N,N,3600 BLOCK GERMANTOWN AVE
25,401,2021-08-08,15:43:00,W,M,1,30,Multiple,0,N,N,N,400 BLOCK W ROOSEVELT BLVD
